Unnamed: 0,title,ingredients,directions,link,source,NER
926232,Eggplant And Pepper Parmesan Sandwiches,"[""1 eggplant, seeded and cut lengthwise into 1/4 inch slices"", ""1 red bell pepper, sliced into thin strips"", ""salt and pepper to taste"", ""1 French baguette"", ""2 ounces soft goat cheese"", ""1/4 cup tapenade (olive spread)"", ""1/4 cup grated Parmesan cheese""]","[""Preheat the oven broiler."", ""Place the eggplant and red bell pepper on a medium baking sheet, and season with salt and pepper. Broil 5 to 10 minutes, until tender and slightly browned."", ""Cut baguette in half lengthwise. Spread bottom half with goat cheese, followed by tapenade. Layer with eggplant and red pepper, then sprinkle with Parmesan cheese. Cover with top half of baguette. Cut into 4 pieces. Serve hot or cold.""]",www.allrecipes.com/recipe/17977/eggplant-and-pepper-parmesan-sandwiches/,Gathered,"[""eggplant"", ""red bell pepper"", ""salt"", ""baguette"", ""goat cheese"", ""tapenade"", ""Parmesan cheese""]"
1370187,Watermelon Sour Cream Popsicles,"[""1/4 watermelon"", ""1 ripe banana"", ""7 ounces sour cream"", ""2.3 ounces fruit or vanilla yogurt"", ""4 tablespoons sugar"", ""3 tablespoons honey"", ""1 lemon, the juice"", ""vanilla extract to taste""]","[""Remove the peel of the watermelon. Place in the blender together with the rest of the ingredients and blend until very smooth."", ""Add more sugar/honey or lemon juice according to your taste."", ""Pour the mixture into the popsicle moulds and freeze.""]",food52.com/recipes/37138-watermelon-sour-cream-popsicles,Gathered,"[""watermelon"", ""banana"", ""sour cream"", ""vanilla yogurt"", ""sugar"", ""honey"", ""lemon"", ""vanilla""]"
492932,Apple Cake,"[""3 eggs"", ""1 1/4 c. oil"", ""2 c. sugar"", ""2 1/2 c. flour"", ""2 apples, chopped"", ""1 c. Angel Flake coconut"", ""1 c. chopped walnuts""]","[""Blend eggs, oil and sugar until creamy."", ""Add flour, a little at a time."", ""Blend well (batter will be stiff)."", ""Fold in apples, coconut and nuts."", ""Pour into pan and bake for 1 hour at 325\u00b0."", ""Let cool for 30 minutes before pouring on icing.""]",www.cookbooks.com/Recipe-Details.aspx?id=581258,Gathered,"[""eggs"", ""oil"", ""sugar"", ""flour"", ""apples"", ""Angel"", ""walnuts""]"
544146,Whipped Cream Fruit Tarts,"[""1 c. heavy or whipping cream"", ""1/4 c. honey"", ""1 (4 oz.) pkg. individual graham cracker tart shells"", ""1/4 medium honeydew melon"", ""1/2 small cantaloupe"", ""2 strawberries, hulled and cut into quarters"", ""3 Tbsp. currant jelly, melted""]","[""In small mixing bowl, with mixer on high, beat heavy cream until soft peaks form."", ""Slowly add honey. Continue to beat until stiff peaks form. Fill each tart shell 3/4 full with whipped cream mixture. With melon baller, scoop out honeydew and cantaloupe into balls. Decorate tops of tarts with melon balls and cut strawberries."", ""Brush with currant jelly to glaze."", ""Serve immediately.""]",www.cookbooks.com/Recipe-Details.aspx?id=422184,Gathered,"[""heavy"", ""honey"", ""graham cracker"", ""honeydew melon"", ""cantaloupe"", ""strawberries"", ""currant jelly""]"
1761015,Herbed Cheese Quick Bread,"[""1 12 cups white flour"", ""12 cup whole wheat pastry flour"", ""1 tablespoon baking powder"", ""12 teaspoon salt"", ""1 tablespoon brown sugar, packed"", ""13 cup fresh chives, chopped"", ""2 tablespoons fresh parsley, chopped"", ""12 teaspoon fresh thyme or 12 teaspoon fresh dill, chopped"", ""1 12 cups sharp cheddar cheese, grated"", ""1 egg"", ""34 cup milk""]","[""Preheat the oven to 375 F and lightly oil a loaf pan."", ""Mix dry ingredients together in a large bowl and then stir in the herbs and cheese."", ""In a smaller bowl, beat the egg and milk together."", ""Add the wet ingredients to the dry ingredients and mix until just combined."", ""The batter will be stiff, but this is normal."", ""Use a spatula to put the batter in the loaf pan, smoothing the top when done."", ""Bake for 40-45 minutes until the top is solid and a knife in the centre comes out clean."", ""Cool for 5 minutes on a wire rack before removing from the pan."", ""Serve warm.""]",www.food.com/recipe/herbed-cheese-quick-bread-24575,Recipes1M,"[""white flour"", ""whole wheat pastry flour"", ""baking powder"", ""salt"", ""brown sugar"", ""fresh chives"", ""fresh parsley"", ""thyme"", ""cheddar cheese"", ""egg"", ""milk""]"
411143,Sleeping Dinosaur Sandwiches,"[""toasted bread slices"", ""hot dogs or whole dill pickle slices"", ""Swiss or American cheese slices"", ""chow mein noodles""]","[""Cut toasted bread slices in half and place on a cookie sheet one inch apart."", ""Boil hot dogs until done, then place 3 or 4 round slices of hot dog on each piece of toast (if using pickle, place one slice on each piece of toast)."", ""Lay 1/2 slice of cheese over each \""dinosaur\"" to form a blanket, then broil for 1 to 3 minutes or until cheese melts."", ""Remove from oven and stick chow mein noodles under the cheese so that the ends hang out."", ""This it the dinosaur tail."", ""Allow to cool and they're ready to eat.""]",www.cookbooks.com/Recipe-Details.aspx?id=578315,Gathered,"[""bread slices"", ""dill pickle"", ""Swiss"", ""mein noodles""]"
1899649,Rocky Mountain Benedict,"[""4 English muffins"", ""8 eggs"", ""16 ounces smoked Idaho trout or salmon"", ""Hollandaise Sauce, recipe follows"", ""2 tablespoons chopped fresh parsley leaves or dill, for garnish"", ""Paprika, for garnish"", ""1 pound butter"", ""1 cup dry white wine"", ""1 tablespoon lemon juice"", ""1 tablespoon hot sauce"", ""6 egg yolks""]","[""Split the English muffins in half and then toast or grill them; set them aside."", ""Fill a large shallow pan with 2 to 3 inches of water and bring to a boil."", ""Reduce the heat to a simmer and gently break the eggs into the boiling water."", ""Cook the eggs until the yolks are set to the desired doneness, about 3 minutes."", ""Remove the eggs from the heat."", ""Warm the smoked trout in a nonstick skillet over medium-high heat for 30 seconds or until heated through."", ""Arrange the toasted English muffins on plates and top with the trout."", ""Using a slotted spoon, place 1 poached egg on top of each English muffin."", ""Spoon warm Hollandaise Sauce over the eggs and sprinkle with parsley and a dash of paprika, to garnish."", ""Serve immediately."", ""This recipe was provided by professional chefs and has been scaled down from a bulk recipe provided by a restaurant."", ""The Food Network Kitchens chefs have not tested this recipe, in the proportions indicated, and therefore, we cannot make any representation as to the results."", ""Melt the butter over medium heat in a heavy saucepan."", ""While butter is melting, whisk together white wine, lemon juice, and hot sauce in a large metal bowl."", ""Whisk in the egg yolks."", ""Place the bowl over a skillet of simmering water and continue whisking over medium heat until a custard consistency develops."", ""Slowly whisk in the melted butter."", ""Continue whisking until the sauce is rich and smooth.""]",www.foodnetwork.com/recipes/rocky-mountain-benedict-recipe.html,Recipes1M,"[""muffins"", ""eggs"", ""trout"", ""Hollandaise Sauce"", ""parsley"", ""Paprika"", ""butter"", ""white wine"", ""lemon juice"", ""hot sauce"", ""egg yolks""]"
1597655,Tender Roasted Pork Chops And Broccoli With Mushroom Tarragon Sauce,"[""2 tablespoons olive oil"", ""16 ounces boneless pork chops"", ""2 shallot large, minced"", ""2 cloves garlic minced"", ""3/4 cup white wine"", ""1 tablespoon dijon mustard"", ""1 tablespoon tarragon minced"", ""2 cups crimini mushrooms sliced"", ""2 cups broccoli florets"", ""1 cup chicken broth"", ""1 tablespoon wondra""]","[""Preheat oven to 400."", ""Heat non-stick skillet over medium heat with 1 tbs olive oil. Add boneless pork chops lightly seasoned with salt and pepper. Brown on both sides and place on cookie sheet. Bake in oven for 20 minutes, until cooked through. Thicker chops may take longer, or thinner chops may take less time. Be sure to check for doneness. You don't want dry chops."", ""In the meantime, add 1 tbs olive oil to the skillet with shallots and garlic. Saute for 5 minutes, stirring frequently."", ""Add wine and cook another few minutes until wine is reducing, then add chicken broth and Wondra. Cook another minute, then add mushrooms, broccoli florets and tarragon."", ""Cook until vegetables are tender and sauce is reduced to a thicker consistency.""]",www.yummly.com/recipe/Tender-Roasted-Pork-Chops-and-Broccoli-With-Mushroom-Tarragon-Sauce-1672975,Gathered,"[""olive oil"", ""pork chops"", ""shallot"", ""garlic"", ""white wine"", ""mustard"", ""tarragon"", ""crimini mushrooms"", ""broccoli florets"", ""chicken broth"", ""wondra""]"
544108,Wilted Lettuce With Franks,"[""4 c. lettuce in pieces"", ""2 c. bibb lettuce in pieces"", ""1 Tbsp. chopped chives"", ""4 slices bacon"", ""4 franks, cut in 1/4-inch slices"", ""1/4 c. vinegar"", ""1/2 garlic clove, crushed"", ""1 1/2 tsp. sugar"", ""1/4 tsp. salt"", ""1/4 tsp. pepper"", ""1/4 tsp. dry mustard""]","[""Saute bacon until crisp; add franks."", ""Saute until brown."", ""Add bacon and franks to lettuce in salad bowl."", ""Return 3 to 4 tablespoons grease to skillet; add vinegar, garlic, sugar, salt, pepper and mustard."", ""Bring to boil."", ""Stir well and pour over lettuce until coated.""]",www.cookbooks.com/Recipe-Details.aspx?id=405214,Gathered,"[""bibb lettuce"", ""chives"", ""bacon"", ""franks"", ""vinegar"", ""garlic"", ""sugar"", ""salt"", ""pepper"", ""dry mustard""]"
692674,Pizza Noodle Bake,"[""2 c. wide noodles"", ""1 lb. ground beef"", ""1/4 c. diced onion"", ""1 (15 oz.) can tomato sauce"", ""1 c. water"", ""4 slices Mozzarella cheese"", ""1 tsp. salt"", ""1/4 tsp. garlic powder"", ""1/2 tsp. oregano"", ""dash of pepper""]","[""Brown beef and onion."", ""Put a layer of uncooked noodles in a 9 x 9-inch baking dish."", ""Add beef and onion."", ""Mix tomato sauce, water and spices together and pour over meat and noodles."", ""Bake at 350\u00b0 for one hour (covered)."", ""During the last 7 minutes, top the dish with cheese and finish baking covered."", ""Cut into squares and serve at once."", ""Serves 4.""]",www.cookbooks.com/Recipe-Details.aspx?id=340560,Gathered,"[""wide noodles"", ""ground beef"", ""onion"", ""tomato sauce"", ""water"", ""Mozzarella cheese"", ""salt"", ""garlic powder"", ""oregano"", ""pepper""]"
42569,Butter Pecan Dessert,"[""1 c. graham cracker crumbs"", ""1 c. Ritz crackers, crushed"", ""1/2 c. melted margarine"", ""2 qt. butter pecan ice cream, softened"", ""1 1/2 c. milk"", ""2 small pkg. instant vanilla pudding"", ""1 large Cool Whip"", ""3 Heath bars, crushed""]","[""Mix"", ""graham cracker crumbs and Ritz cracker crumbs with melted margarine."", ""Press\tinto"", ""13"", ""x 9-inch glass casserole. Bake at 350\u00b0 for 10 minutes and cool."", ""Mix ice cream with milk and pudding."", ""Pour"", ""over crust."", ""Top with Cool Whip."", ""Sprinkle crushed Heath bars on top.\tFreeze.""]",www.cookbooks.com/Recipe-Details.aspx?id=632589,Gathered,"[""graham cracker crumbs"", ""crackers"", ""margarine"", ""butter"", ""milk"", ""instant vanilla pudding""]"
1884532,Easy Chilli,"[""1 lb ground beef"", ""1/4 onion, chopped"", ""1 olive oil"", ""1 can pinto beans, with liquid"", ""1 can garbanzo beans, with liquid"", ""1 can black beans, with liquid"", ""1 can red beans, with liquid"", ""2 can diced tomatoes, with liquid"", ""1 can Rotel (hot or mild), with liquid"", ""1/2 bag of corn (optional)"", ""1 packages taco seasoning"", ""1 packages ranch seasoning"", ""1 optional: shredded cheddar cheese""]","[""Chop onion and saute in a little bit of olive oil over medium high heat."", ""Break up ground beef and add to pot."", ""Use a spoon to break it up while it cooks."", ""Cook until no longer pink, 5-7 minutes..."", ""Add beans, tomatoes, rotel, seasonings, corn and raise to high heat."", ""Once you bring it to a boil, reduce to medium heat and cover for 50 minutes."", ""Enjoy!"", ""Optional: top with shredded cheddar cheese."", ""I serve it with either white rice or blue corn tortilla chips.""]",cookpad.com/us/recipes/356219-easy-chilli,Recipes1M,"[""ground beef"", ""onion"", ""olive oil"", ""pinto beans"", ""garbanzo beans"", ""black beans"", ""red beans"", ""tomatoes"", ""corn"", ""taco seasoning"", ""ranch seasoning"", ""cheddar cheese""]"
67245,Custard Pie,"[""3 eggs"", ""1/2 c. sugar"", ""1/4 tsp. salt"", ""1/2 tsp. nutmeg"", ""1/2 tsp. vanilla"", ""2 c. scalded milk""]","[""Beat the eggs together with the sugar."", ""Mix this with the rest of the ingredients."", ""Pour into a pie pan and bake at 450\u00b0 for 10 minutes, then bake at 325\u00b0 for 25 minutes.""]",www.cookbooks.com/Recipe-Details.aspx?id=974957,Gathered,"[""eggs"", ""sugar"", ""salt"", ""nutmeg"", ""vanilla"", ""milk""]"
1244129,Chicken Barley Soup,"[""1 cup onion, chopped"", ""1/2 cup celery, chopped"", ""1 cup carrot, chopped"", ""2 garlic cloves, minced"", ""2 tablespoons olive oil"", ""2 (14 ounce) cans low sodium chicken broth"", ""1 3/4 cups water"", ""1/4 teaspoon salt"", ""1/4 teaspoon thyme"", ""1/4 teaspoon black pepper"", ""1 cup chopped cooked chicken"", ""1/2 cup raw quick-cooking barley""]","[""In a large dutch oven, saute onion, celery, carrots, & garlic in olive oil for 5 minutes. Add broth, water, salt, thyme, & pepper.Bring to a boil."", ""Reduce heat & simmer, partially covered, for 25 minutes."", ""Add chicken & barley. Cook for 10 minutes.""]",www.food.com/recipe/chicken-barley-soup-227889,Gathered,"[""onion"", ""celery"", ""carrot"", ""garlic"", ""olive oil"", ""chicken broth"", ""water"", ""salt"", ""thyme"", ""black pepper"", ""chicken"", ""barley""]"
688535,Buttermilk Biscuits,"[""2 c. all-purpose flour"", ""1/2 tsp. baking soda"", ""1 tsp. salt"", ""1 tsp. baking powder"", ""1/3 c. shortening"", ""1/2 to 3/4 c. buttermilk""]","[""Preheat oven to 450\u00b0."", ""In a large bowl, sift together flour, baking soda, salt and baking powder."", ""Mix in shortening."", ""Add milk and mix well."", ""(The dough should be easy to handle and hold together.)"", ""Turn out onto a floured surface."", ""Flour your hands and gently knead the dough to form a smooth ball."", ""Flatten with your hands and roll dough out to about 1/2-inch thickness."", ""Cut with a biscuit cutter and place biscuit on greased cookie sheet."", ""Roll leftover dough back into a ball, roll out and cut again."", ""Bake for 15 to 20 minutes or until golden brown.""]",www.cookbooks.com/Recipe-Details.aspx?id=237442,Gathered,"[""flour"", ""baking soda"", ""salt"", ""baking powder"", ""shortening"", ""buttermilk""]"
668050,Taco Dip,"[""1 (16 oz.) can refried beans with chilies"", ""1 lb. fried hamburger"", ""1 1/4 oz. pkg. taco seasoning mix"", ""1 (12 oz.) jar taco sauce"", ""8 oz. sour cream"", ""8 oz. bag shredded sharp Cheddar cheese"", ""8 oz. bag Mozzarella cheese, shredded""]","[""Layer all ingredients in order listed. Use a 9 x 11-inch pan. Bake at 350\u00b0 for approximately 20 minutes or until cheese is fully melted."", ""Dip with nacho chips.""]",www.cookbooks.com/Recipe-Details.aspx?id=387282,Gathered,"[""beans"", ""hamburger"", ""taco seasoning mix"", ""taco sauce"", ""sour cream"", ""Cheddar cheese"", ""Mozzarella cheese""]"
1505095,Mashed Potato For One,"[""1 medium potato, peeled and cooked"", ""2 tablespoons fat-free milk"", ""1 tablespoon cream cheese, softened"", ""1 teaspoon butter"", ""1/4 teaspoon salt, optional"", ""1/8 teaspoon snipped fresh dill or pinch dill weed"", ""Dash pepper""]","[""In a small bowl, mash all ingredients until smooth. Spoon into a small microwave-safe dish. Cook on high for 30 seconds or until heated through.""]",www.tasteofhome.com/recipes/mashed-potato-for-one/,Gathered,"[""potato"", ""milk"", ""cream cheese"", ""butter"", ""salt"", ""dill"", ""pepper""]"
633513,Coconut Pecan Cookies,"[""1 pkg. yellow cake mix"", ""3/4 c. butter, melted"", ""1 pkg. Pillsbury coconut pecan frosting mix"", ""2 eggs""]","[""Grease cookie sheet."", ""Combine all ingredients and roll into balls about size of walnuts."", ""Bake on cookie sheet until golden brown (approximately 10 to 15 minutes) at 350\u00b0.""]",www.cookbooks.com/Recipe-Details.aspx?id=616456,Gathered,"[""yellow cake mix"", ""butter"", ""coconut pecan"", ""eggs""]"
1296660,Savvy Shrimp Saute'  Mediterranean Style ,"[""3 TBL Cold-Pressed Virgin Olive Oil"", ""1 small Sweet Onion (like OSO or Walla Walla), thinly sliced"", ""2-4 Cloves Garlic, minced"", ""4-6 ozs fresh thinly sliced mushrooms, canned and drained ok"", ""1 LB linguine"", ""1 LB Shrimp, large 40 count, cooked, or raw"", ""3 ozs Goat Cheese"", ""4 ozs Plain No-Fat Yogurt"", ""3 oz Sun-dried tomatoes, or 1 sm. can diced tomatoes, drained"", ""2 TBL Lite Sour Cream"", ""8 lge leaves Fresh Basil sliced, or 1 TBL dried and crushed"", ""Salt and Black Pepper to taste""]","[""1. Cook linguine in boiling salted water, when done a la dente, drain, set aside."", ""2. In saute or fry pan, using med-high heat, saute minced garlic in olive oil, add sliced onions. When onions are translucent, add mushrooms."", ""3. After 5 minutes total cooking time, add sun-dried tomatoes for another minute. Add salt and pepper to taste. Now add goat cheese, yogurt, and sour cream."", ""4. Within another minute or two, add raw shrimp. One minute more while stirring, as shrimp 'pinks', simmer one last half-minute. If shrimp is already cooked, please add only in the last half-minute to saute mixture."", ""5. Pour mixture over individual plates of linguine. Sprinkle with fresh or dried Basil."", ""6. Optional: Serve with a simple romaine and arugula (or plain romaine) salad with campari (or other) tomatoes, little crumbled goat cheese using olive oil and red wine vinegar with a splash of balsamic vinegar, add pieces of pecans or walnuts, if desired.""]",www.epicurious.com/recipes/member/views/savvy-shrimp-saute-mediterranean-style-1201573,Gathered,"[""TBL"", ""Sweet Onion"", ""Garlic"", ""mushrooms"", ""linguine"", ""Shrimp"", ""Goat Cheese"", ""No-Fat Yogurt"", ""tomatoes"", ""TBL"", ""Basil"", ""Salt""]"
1064547,Pork Loin With Cilantro Sauce,"[""2 1/2 lbs boneless pork loin"", ""4 rosemary sprigs"", ""2 cups cilantro leaves, tender stems included"", ""3 tablespoons balsamic vinegar"", ""1/4 cup olive oil"", ""1 lime, juice of"", ""4 garlic cloves""]","[""Cover the bottom of a roasting pan with branches of fresh rosemary."", ""Trim fat from pork. Place pork loin directly on rosemary and roast in a 325 degree oven for 45 minutes per pound or until meat thermometer reads 160 degrees."", ""Combine remaining ingredients in a blender and puree to form a thin sauce. Refrigerate for at least 1 hour."", ""To serve, slice pork and drizzle sauce over the slices.""]",www.food.com/recipe/pork-loin-with-cilantro-sauce-452436,Gathered,"[""pork loin"", ""rosemary sprigs"", ""cilantro"", ""balsamic vinegar"", ""olive oil"", ""lime"", ""garlic""]"
231139,Frosted Cauliflower,"[""1 head cauliflower"", ""2 tsp. mustard"", ""1/2 c. mayonnaise"", ""3/4 c. sharp cheese, grated""]","[""Cook a medium size cauliflower (whole) 12 to 15 minutes. Drain well."", ""Place it on a baking plate."", ""Mix mayonnaise and mustard and spread on cauliflower."", ""Sprinkle with cheese."", ""Bake at 375\u00b0 about 10 minutes or until cheese melts.""]",www.cookbooks.com/Recipe-Details.aspx?id=688213,Gathered,"[""cauliflower"", ""mustard"", ""mayonnaise"", ""sharp cheese""]"
1411924,Saffron Chicken And Rice With Dates,"[""1 tablespoon vegetable oil"", ""1 pound skinless, boneless chicken breast, cut into bite-sized pieces"", ""1/2 teaspoon salt, divided"", ""1/4 teaspoon freshly ground black pepper"", ""1 1/2 cups chopped onion"", ""1/4 teaspoon saffron threads, crushed and divided"", ""2 garlic cloves, minced"", ""2 cups tomato juice"", ""6 whole pitted dates, quartered"", ""2 cups water"", ""1 cup uncooked long-grain rice"", ""3 green onions, thinly sliced"", ""Lemon wedges (optional)""]","[""Heat oil in a large saucepan over medium-high heat. Sprinkle chicken with 1/4 teaspoon salt and pepper. Add chicken to pan, and saute 5 minutes, browning on all sides. Remove chicken from pan; keep warm."", ""Add onion, 1/8 teaspoon saffron, and garlic to pan; saute 5 minutes or until onion is tender. Stir in reserved chicken, tomato juice, and dates; cover. Reduce heat to low, and cook 15 minutes. Uncover; cook 10 minutes. Remove from heat; keep warm."", ""Combine 1/4 teaspoon salt, 1/8 teaspoon saffron, 2 cups water, and rice in a saucepan; bring to a boil. Cover, reduce heat, and simmer 20 minutes or until rice is tender and water is absorbed. Fluff with a fork. Serve the chicken mixture over rice mixture. Garnish with sliced green onions and lemon wedges, if desired.""]",www.myrecipes.com/recipe/saffron-chicken-rice-with-dates,Gathered,"[""vegetable oil"", ""skinless"", ""salt"", ""freshly ground black pepper"", ""onion"", ""saffron threads"", ""garlic"", ""tomato juice"", ""dates"", ""water"", ""long-grain rice"", ""green onions"", ""Lemon wedges""]"
1725803,Banana Split Breakfast Drink Recipe,"[""1 pkt Mori-Nu hard tofu - (10 ounce)"", ""1/2 c. Hersheys chocolate syrup"", ""1 lrg ripe banana - (or possibly 2 small)"", ""1/2 c. crushed pineapple (optional)""]","[""Combine all ingredients in blender."", ""Whip till smooth."", ""This recipe yields 3 servings."", ""Description: \""When served very cool (not frzn) this is similar to Dairy Queen's Banana Split Blizzard.\""""]",cookeatshare.com/recipes/banana-split-breakfast-drink-77646,Recipes1M,"[""chocolate syrup"", ""banana -"", ""pineapple""]"
194099,Italian Love Cake,"[""1 box fudge marble cake mix"", ""2 lb. Ricotta cheese"", ""3/4 c. sugar"", ""4 eggs"", ""1 tsp. vanilla"", ""1 (4 serving size) box instant chocolate pudding"", ""1 c. milk"", ""9 oz. Cool Whip""]","[""Mix fudge marble cake as directed on package."", ""Pour into 13 x 9-inch pan."", ""In separate bowl, mix Ricotta cheese, sugar, eggs and vanilla well."", ""Spoon cheese mixture on top of unbaked cake."", ""Bake at 350\u00b0 for 1 hour."", ""Remove from oven and cool."", ""Frost with following recipe:""]",www.cookbooks.com/Recipe-Details.aspx?id=478416,Gathered,"[""cake mix"", ""Ricotta cheese"", ""sugar"", ""eggs"", ""vanilla"", ""chocolate pudding"", ""milk""]"
1032329,Red Guacamole,"[""3 large green chilies (Hatch or Anaheim)"", ""2 small onions, peeled and minced"", ""1 large tomatoes, peeled and chilled"", ""3 large ripe avocados"", ""salt, to taste"", ""mayonnaise or French dressing""]","[""Heat chili peppers in oven until skin blisters; wash in cold water, peel and remove seeds, chop fine."", ""Mince tomato."", ""Add onions and minced tomato to the roasted peppers."", ""Peel avocados; remove seeds, mash and add to the chopped vegetables."", ""Season with salt to taste and mayonnaise or french dressing.""]",www.food.com/recipe/red-guacamole-222879,Gathered,"[""green chilies"", ""onions"", ""tomatoes"", ""avocados"", ""salt"", ""mayonnaise""]"
561294,Heavenly Caramels(Microwave)  ,"[""1 c. granulated sugar"", ""1 c. heavy cream"", ""3/4 c. light corn syrup"", ""1/4 c. butter"", ""1 tsp. vanilla"", ""1 1/2 c. coarsely chopped Diamond walnuts""]","[""In 2-quart glass measuring cup with handle, combine sugar, heavy cream, corn syrup and butter."", ""Microwave at High for 5 minutes."", ""Stir well until sugar dissolves."", ""Microwave at High for 12 to 13 minutes or until mixture reaches 246\u00b0."", ""Stir in vanilla and walnuts."", ""Pour into buttered 8-inch square pan."", ""Let stand until firm."", ""Cut into squares and wrap individually in waxed paper."", ""Makes 1 1/4 pounds.""]",www.cookbooks.com/Recipe-Details.aspx?id=549531,Gathered,"[""sugar"", ""heavy cream"", ""light corn syrup"", ""butter"", ""vanilla"", ""walnuts""]"
913503,Vodka Gimlet,"[""3/4 fluid ounce lime juice"", ""1/2 fluid ounce vodka"", ""ice cubes"", ""1 twist lemon zest""]","[""Mix lime juice and vodka together in a shaker until blended. Pour into a glass filled with ice; top with lemon zest.""]",www.allrecipes.com/recipe/254310/vodka-gimlet/,Gathered,"[""lime juice"", ""vodka"", ""lemon zest""]"
187839,Bible Cake,"[""1 c. Judges 5:25 (butter)"", ""6 Isaiah 10:14 (eggs)"", ""1/2 tsp. Leviticus 2:13 (salt)"", ""1/4 tsp. 1 Kings 10:2 (spices)"", ""1 Tbsp. Exodus 16:31 (honey)"", ""1 c. Genesis 43:11 (chopped nuts)"", ""2 c. Jeremiah 6:20 (sugar)"", ""3 1/2 c. 1 Kings 4:22 (flour)"", ""2 tsp. 1 Chronicles (baking powder)"", ""1 c. Genesis 24:11 (water)"", ""2 c. each 1 Samuel 23:18 (figs and raisins)""]","[""Cream butter and sugar."", ""Add eggs, one at a time."", ""Sift salt, flour, baking powder and spices."", ""Mix honey with water and add alternately to first mixture with dry ingredients."", ""Add raisins, figs and nuts."", ""Pour into greased tube pan."", ""Bake at 375\u00b0 until tests done.""]",www.cookbooks.com/Recipe-Details.aspx?id=399278,Gathered,"[""butter"", ""Isaiah"", ""salt"", ""honey"", ""flour"", ""Chronicles"", ""water"", ""raisins""]"
307704,Nutty Baklava,"[""1 (17 1/4 oz.) pkg. frozen phyllo pastry, thawed"", ""1 1/4 c. butter, melted"", ""1 1/4 c. flaked coconut, lightly toasted"", ""1/2 c. finely chopped Macadamia nuts, toasted"", ""1/2 c. finely chopped pecans"", ""1/2 c. firmly packed brown sugar"", ""1 tsp. allspice"", ""1 c. sugar"", ""1/2 c. water"", ""1/4 c. honey""]","[""Butter a 13 x 9 x 2-inch baking pan."", ""Cut phyllo in half crosswise and cut each half to fit pan."", ""Discard trimmings. Cover phyllo with a slightly damp towel."", ""Layer 10 sheets of phyllo in pan, brushing each sheet with melted butter."", ""Combine nuts, coconut, brown sugar and allspice."", ""Mix well."", ""Repeat procedure twice, ending with buttered phyllo."", ""Cut into diamond shapes."", ""Bake at 350\u00b0 for 45 minutes."", ""Let cool completely. Combine 1 cup sugar, water and honey."", ""Bring to boil."", ""Reduce heat."", ""Simmer 5 minutes."", ""Drizzle over baklava."", ""Cover."", ""Let stand 24 hours at room temperature."", ""Yields 3 dozen.""]",www.cookbooks.com/Recipe-Details.aspx?id=309386,Gathered,"[""frozen phyllo pastry"", ""butter"", ""flaked coconut"", ""nuts"", ""pecans"", ""brown sugar"", ""allspice"", ""sugar"", ""water"", ""honey""]"
1132984,Low Fat Creole Style Black Eyed Peas,"[""2 cups black-eyed peas"", ""3 1/4 cups water"", ""2 teaspoons low sodium chicken broth"", ""3 1/2 cups diced tomatoes with juice"", ""3 stalks celery"", ""1/2 onion"", ""4 garlic cloves"", ""1/4 teaspoon chili powder"", ""1/4 teaspoon ginger"", ""2 bay leaves"", ""1/2 cup parsley"", ""1/2 teaspoon black pepper""]","[""HEAT 2 1/2 cups water and dried black-eyed peas; once at FULL BOIL, continue boil for two minutes, REMOVE from heat, cover and let stand for 1 hour."", ""Then DRAIN whatever water remains and allow peas to sit uncovered."", ""In another saucepan, COMBINE 1 cup water, chicken broth, finely diced onion, finely diced celery, parsley and 2 cans (400g)/3 1/2 cups Diced Italian Tomatoes in juice, mustard, chilli pepper, ginger, black pepper and bay leaves; Bring to a BOIL."", ""ADD cooked black-eyed peas."", ""COVER and simmer on LOW for 1 hour and 45 minutes; STIR occasionally; If liquid is evaporating too quickly, you can add more water to make sure peas are covered with tomato/water mixture."", ""ENJOY!"", ""NOTE: Is well worth the time to make and freezes WELL!"", ""NOTE: Remove Bay leaves before serving."", ""NOTE: If canned tomatoes do not contain seasoning such as dry Italian seasoning, would suggest you add about 1 tbsp dry Italian seasoning, but is personal preference."", ""NOTE: I serve in tortilla wrap with rocket, feta and Golden Door Recipe - Chilli Sauce.""]",www.food.com/recipe/low-fat-creole-style-black-eyed-peas-214797,Gathered,"[""black-eyed peas"", ""water"", ""chicken broth"", ""tomatoes"", ""stalks celery"", ""onion"", ""garlic"", ""chili powder"", ""ginger"", ""bay leaves"", ""parsley"", ""black pepper""]"
